date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:29:22	84245/84245	---M-Z	200	added ('OK')	application/javascript	etag:W/%2254499a48-14915%22	http://code.jquery.com/jquery-2.1.1.min.js	D:/download/theme2/code.jquery.com/jquery-2.1.1.min.js	(from http://emeraldgroupjpr.co.in/result.aspx)
17:29:38	91668/91668	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.6/jquery.min.js	D:/download/theme2/ajax.googleapis.com/ajax/libs/jquery/1.6/jquery.min.js	(from http://emeraldgroupjpr.co.in/result.aspx)
17:29:40	1899/1899	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jun%202019%2012:00:01%20GMT	http://emeraldgroupjpr.co.in/institute.aspx	D:/download/theme2/emeraldgroupjpr.co.in/institute.53.delayed	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:29:43	1897/1897	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jun%202019%2012:00:04%20GMT	http://emeraldgroupjpr.co.in/Program.aspx	D:/download/theme2/emeraldgroupjpr.co.in/Program.54.delayed	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:29:43	1896/1896	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jun%202019%2012:00:04%20GMT	http://emeraldgroupjpr.co.in/Campus.aspx	D:/download/theme2/emeraldgroupjpr.co.in/Campus.55.delayed	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:29:44	1898/1898	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jun%202019%2012:00:05%20GMT	http://emeraldgroupjpr.co.in/Tranning.aspx	D:/download/theme2/emeraldgroupjpr.co.in/Tranning.56.delayed	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:29:45	1894/1894	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jun%202019%2012:00:05%20GMT	http://emeraldgroupjpr.co.in/Team.aspx	D:/download/theme2/emeraldgroupjpr.co.in/Team.57.delayed	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:29:45	1898/1898	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jun%202019%2012:00:06%20GMT	http://emeraldgroupjpr.co.in/contacts.aspx	D:/download/theme2/emeraldgroupjpr.co.in/contacts.58.delayed	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:29:55	200719/200719	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/jquery-ui.min.js	D:/download/theme2/ajax.googleapis.com/ajax/libs/jqueryui/1.8/jquery-ui.min.js	(from http://emeraldgroupjpr.co.in/result.aspx)
17:30:11	132934/132934	---M--	200	added ('OK')	image/jpeg	etag:%22a35568b6f3d7d31:0%22	http://emeraldgroupjpr.co.in/New%20img/1.jpg	D:/download/theme2/emeraldgroupjpr.co.in/New%20img/1.jpg	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:30:18	134401/134401	---M--	200	added ('OK')	image/jpeg	etag:%227ac65bff3d7d31:0%22	http://emeraldgroupjpr.co.in/New%20img/2.jpg	D:/download/theme2/emeraldgroupjpr.co.in/New%20img/2.jpg	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:30:42	178255/178255	---M--	200	added ('OK')	image/jpeg	etag:%22808cc3c0f3d7d31:0%22	http://emeraldgroupjpr.co.in/New%20img/3.jpg	D:/download/theme2/emeraldgroupjpr.co.in/New%20img/3.jpg	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:30:52	208563/208563	---M--	200	added ('OK')	image/jpeg	etag:%224d6be6c1f3d7d31:0%22	http://emeraldgroupjpr.co.in/New%20img/4.jpg	D:/download/theme2/emeraldgroupjpr.co.in/New%20img/4.jpg	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:31:25	1072534/1072534	---M--	200	added ('OK')	image/png	etag:%22a933859bf3d7d31:0%22	http://emeraldgroupjpr.co.in/img/parallax/set.png	D:/download/theme2/emeraldgroupjpr.co.in/img/parallax/set.png	(from http://emeraldgroupjpr.co.in/css/main.css)
17:31:31	300243/300243	---M--	200	added ('OK')	image/jpeg	etag:%22b87bddc3f3d7d31:0%22	http://emeraldgroupjpr.co.in/New%20img/5.jpg	D:/download/theme2/emeraldgroupjpr.co.in/New%20img/5.jpg	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:31:34	255272/255272	---M--	200	added ('OK')	image/jpeg	etag:%22598731c6f3d7d31:0%22	http://emeraldgroupjpr.co.in/New%20img/6.jpg	D:/download/theme2/emeraldgroupjpr.co.in/New%20img/6.jpg	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:31:56	152528/152528	---M--	200	added ('OK')	image/jpeg	etag:%22f0b281c7f3d7d31:0%22	http://emeraldgroupjpr.co.in/New%20img/8.jpg	D:/download/theme2/emeraldgroupjpr.co.in/New%20img/8.jpg	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:31:56	187604/187604	---M--	200	added ('OK')	image/jpeg	etag:%2287707bc6f3d7d31:0%22	http://emeraldgroupjpr.co.in/New%20img/7.jpg	D:/download/theme2/emeraldgroupjpr.co.in/New%20img/7.jpg	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:32:05	186308/186308	---M--	200	added ('OK')	image/jpeg	etag:%221a68dbc8f3d7d31:0%22	http://emeraldgroupjpr.co.in/New%20img/9.jpg	D:/download/theme2/emeraldgroupjpr.co.in/New%20img/9.jpg	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:32:11	92919/92919	---M--	200	added ('OK')	image/jpeg	etag:%22b9bcb3b7f3d7d31:0%22	http://emeraldgroupjpr.co.in/New%20img/10.jpg	D:/download/theme2/emeraldgroupjpr.co.in/New%20img/10.jpg	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:32:23	167132/167132	---M--	200	added ('OK')	image/jpeg	etag:%2279411ab8f3d7d31:0%22	http://emeraldgroupjpr.co.in/New%20img/11.jpg	D:/download/theme2/emeraldgroupjpr.co.in/New%20img/11.jpg	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:32:28	157954/157954	---M--	200	added ('OK')	image/jpeg	etag:%227a6424baf3d7d31:0%22	http://emeraldgroupjpr.co.in/New%20img/12.jpg	D:/download/theme2/emeraldgroupjpr.co.in/New%20img/12.jpg	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:32:30	153821/153821	---M--	200	added ('OK')	image/jpeg	etag:%225136b8baf3d7d31:0%22	http://emeraldgroupjpr.co.in/New%20img/13.jpg	D:/download/theme2/emeraldgroupjpr.co.in/New%20img/13.jpg	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:32:47	221567/221567	---M--	200	added ('OK')	image/jpeg	etag:%224bc148bcf3d7d31:0%22	http://emeraldgroupjpr.co.in/New%20img/14.jpg	D:/download/theme2/emeraldgroupjpr.co.in/New%20img/14.jpg	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:32:48	113649/113649	---M--	200	added ('OK')	image/jpeg	etag:%22355dd0bff3d7d31:0%22	http://emeraldgroupjpr.co.in/New%20img/16.jpg	D:/download/theme2/emeraldgroupjpr.co.in/New%20img/16.jpg	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:32:51	173907/173907	---M--	200	added ('OK')	image/jpeg	etag:%224493dcbcf3d7d31:0%22	http://emeraldgroupjpr.co.in/New%20img/15.jpg	D:/download/theme2/emeraldgroupjpr.co.in/New%20img/15.jpg	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:32:51	7006/7006	---M--	200	added ('OK')	image/png	etag:%2257d97c08-1b5e%22	http://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_444444_256x240.png	D:/download/theme2/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_444444_256x240.png	(from http://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
17:32:53	151014/151014	---M--	200	added ('OK')	image/jpeg	etag:%2274adfabdf3d7d31:0%22	http://emeraldgroupjpr.co.in/New%20img/17.jpg	D:/download/theme2/emeraldgroupjpr.co.in/New%20img/17.jpg	(from http://emeraldgroupjpr.co.in/Placements.aspx)
17:32:55	7001/7001	---M--	200	added ('OK')	image/png	etag:%2257d97c08-1b59%22	http://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_555555_256x240.png	D:/download/theme2/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_555555_256x240.png	(from http://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
17:32:56	6313/6313	---M--	200	added ('OK')	image/png	etag:%2257d97c08-18a9%22	http://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_ffffff_256x240.png	D:/download/theme2/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_ffffff_256x240.png	(from http://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
17:32:57	4632/4632	---M--	200	added ('OK')	image/png	etag:%2257d97c08-1218%22	http://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_777620_256x240.png	D:/download/theme2/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_777620_256x240.png	(from http://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
17:32:58	4632/4632	---M--	200	added ('OK')	image/png	etag:%2257d97c08-1218%22	http://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_cc0000_256x240.png	D:/download/theme2/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_cc0000_256x240.png	(from http://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
17:32:59	7013/7013	---M--	200	added ('OK')	image/png	etag:%2257d97c08-1b65%22	http://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_777777_256x240.png	D:/download/theme2/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_777777_256x240.png	(from http://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
17:33:00	178/178	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-bg_flat_75_ffffff_40x100.png	D:/download/theme2/ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-bg_flat_75_ffffff_40x100.png	(from http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/jquery-ui.css)
17:33:03	101/101	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-bg_highlight-soft_75_cccccc_1x100.png	D:/download/theme2/ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-bg_highlight-soft_75_cccccc_1x100.png	(from http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/jquery-ui.css)
17:33:07	110/110	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-bg_glass_75_e6e6e6_1x400.png	D:/download/theme2/ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-bg_glass_75_e6e6e6_1x400.png	(from http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/jquery-ui.css)
17:33:09	111/111	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-bg_glass_75_dadada_1x400.png	D:/download/theme2/ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-bg_glass_75_dadada_1x400.png	(from http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/jquery-ui.css)
17:33:12	105/105	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-bg_glass_65_ffffff_1x400.png	D:/download/theme2/ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-bg_glass_65_ffffff_1x400.png	(from http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/jquery-ui.css)
17:33:13	120/120	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-bg_glass_55_fbf9ee_1x400.png	D:/download/theme2/ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-bg_glass_55_fbf9ee_1x400.png	(from http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/jquery-ui.css)
17:33:14	119/119	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-bg_glass_95_fef1ec_1x400.png	D:/download/theme2/ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-bg_glass_95_fef1ec_1x400.png	(from http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/jquery-ui.css)
17:33:16	4369/4369	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-icons_222222_256x240.png	D:/download/theme2/ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-icons_222222_256x240.png	(from http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/jquery-ui.css)
17:33:18	4369/4369	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-icons_454545_256x240.png	D:/download/theme2/ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-icons_454545_256x240.png	(from http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/jquery-ui.css)
17:33:18	4369/4369	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-icons_888888_256x240.png	D:/download/theme2/ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-icons_888888_256x240.png	(from http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/jquery-ui.css)
17:33:20	4369/4369	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-icons_2e83ff_256x240.png	D:/download/theme2/ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-icons_2e83ff_256x240.png	(from http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/jquery-ui.css)
17:33:20	4369/4369	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-icons_cd0a0a_256x240.png	D:/download/theme2/ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-icons_cd0a0a_256x240.png	(from http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/jquery-ui.css)
17:33:20	180/180	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-bg_flat_0_aaaaaa_40x100.png	D:/download/theme2/ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/images/ui-bg_flat_0_aaaaaa_40x100.png	(from http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/jquery-ui.css)
17:37:22	8493878/8493878	UR-M--	200	added ('Partial%20Content')	image/png	etag:%2223bb26a2f3d7d31:0%22	http://emeraldgroupjpr.co.in/img/chart.png	D:/download/theme2/emeraldgroupjpr.co.in/img/chart.png	(from http://emeraldgroupjpr.co.in/)
